StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q5_5_TEXT,Q6,Q7,Q8,Q9,Q9_2_TEXT,Q9,Q9_4_TEXT,Q9,Q10,Q10_9_TEXT,Q11,Q11_3_TEXT,Q97,Q98,CP/PI 1,CP/PI 2,CP/PI 3,CP/PI 4,PU 1,PU 2,Repeat of PU 2,PU 3,PU 4,SQ/SYQ/AC 1,SQ/SYQ/AC 2,SQ/SYQ/AC 3,SQ/SYQ/AC 4,IQ 1,IQ 2,IQ 3,IQ 4,IQ 5,PS 1,PS 2,PS 3,PS 4,PEOU 1,PEOU 2,PEOU 3,PEOU 4,ICSE 1,ICSE 2,ICSE 3,ICSE 4,SCSE 1,SCSE 2,SCSE 3,SCSE 4,BI 1,BI 2,BI 3,BI 4,AU 1,AU 2,AU 3,AU 4,PSOC/VOL 1,PSOC/VOL 2,PSOC/VOL 3,PSOC/VOL 4,Q102
11/22/22 10:15,11/22/22 10:24,0,100,545,1,11/22/22 10:24,,,,,29.6467,-82.3284,anonymous,EN,1,University of Florida ,2,7,3,,Industrial and Systems Engineering ,4,1,2,2,1,,2,"2,3,5",,"1,2",,2,1,1,1,2,1,2,2,2,1,2,4,4,3,4,3,3,3,3,4,2,4,2,2,4,4,3,4,3,2,3,2,4,4,4,4,2,3,2,2,4,3,3,4,1,3,1,1,1
11/22/22 10:18,11/22/22 10:24,0,100,342,1,11/22/22 10:24,,,,,29.0247,-80.9584,anonymous,EN,1,University of Florida,2,7,1,,Health Education & Behavior,4,1,2,"I am an online student, so all semesters",2,,2,"2,3,4,5",,"1,2",,4,4,4,3,5,5,4,5,5,4,4,5,5,3,5,4,3,2,4,3,3,4,3,3,5,4,5,4,3,4,3,3,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,2
11/22/22 10:07,11/22/22 10:24,0,100,1042,1,11/22/22 10:24,,,,,33.8654,-84.3385,anonymous,EN,1,Stanford University,2,8,1,,Biological Sciences,4,1,1,,3,,1,"2,3,7",,1,,5,5,5,5,5,5,5,4,4,5,5,4,5,4,5,5,4,4,4,5,5,5,5,4,5,5,5,5,4,4,5,5,5,5,4,4,4,4,4,4,5,4,5,4,4,5,4,4,1
11/22/22 10:08,11/22/22 10:25,0,100,1004,1,11/22/22 10:25,,,,,33.7408,-84.2632,anonymous,EN,1,Stanford University,2,7,2,,Biological engineering,3,1,1,,2,,1,"3,4,5",,1,,5,5,4,5,4,5,4,4,4,4,4,5,4,4,4,5,5,4,4,4,5,4,5,5,5,5,4,4,5,4,4,4,4,5,5,5,4,5,4,4,4,5,5,4,4,4,5,4,1
11/22/22 10:16,11/22/22 10:26,0,100,604,1,11/22/22 10:26,,,,,38.9438,-76.926,anonymous,EN,1,Adelphi University,1,6,4,,physical,4,1,2,,3,,2,4,,2,,3,2,4,3,4,4,4,4,4,4,4,5,5,5,3,4,5,5,5,4,4,4,5,5,5,4,5,4,4,5,5,5,5,4,4,4,5,5,5,4,4,4,5,4,4,5,5,5,1
11/22/22 10:17,11/22/22 10:28,0,100,701,1,11/22/22 10:28,,,,,39.7552,-75.5312,anonymous,EN,1,Colorado State University,2,13,2,,physical,2,1,2,four,3,,1,"3,5",,2,,2,3,4,4,5,4,3,4,4,5,4,4,4,4,4,4,4,4,3,4,4,5,3,3,3,4,3,5,4,4,4,4,3,4,3,3,5,4,4,5,3,4,4,4,4,5,3,5,1
11/22/22 10:29,11/22/22 10:31,0,100,140,1,11/22/22 10:31,,,,,29.6138,-82.386,anonymous,EN,1,University of Florida,1,7,3,,Physics,4,2,2,1,1,,2,"2,3,5",,1,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1
11/22/22 10:18,11/22/22 10:33,0,100,892,1,11/22/22 10:33,,,,,35.2296,-80.843,anonymous,EN,1,University of Pennsylvania,1,3,1,,Major in Electronics,2,1,1,,3,,2,"4,5",,1,,5,4,4,5,4,5,5,5,5,5,4,4,5,4,4,4,4,5,5,5,5,5,4,4,5,4,4,5,4,4,4,4,5,4,5,4,5,4,5,4,4,5,5,5,4,5,4,5,1
11/22/22 10:30,11/22/22 10:34,0,100,265,1,11/22/22 10:34,,,,,28.0475,-82.6148,anonymous,EN,1,University of Florida,2,7,3,,Industrial & Systems Engineering,3,1,2,2,1,,2,"2,3,5",,"1,2",,4,2,4,2,2,4,4,4,4,4,4,4,4,2,4,4,3,4,4,4,3,4,3,4,4,2,4,4,3,4,3,4,4,4,4,4,4,4,4,4,2,2,2,2,3,4,4,4,1
11/22/22 10:18,11/22/22 10:35,0,100,1016,1,11/22/22 10:35,,,,,44.516,-70.2099,anonymous,EN,1,"	 Dartmouth College",1,3,1,,Major in Electronics,3,1,1,,3,,4,"4,6",,2,,4,5,4,5,5,5,5,4,4,5,4,4,4,5,4,4,5,5,5,5,4,4,5,4,4,4,4,5,5,5,5,4,5,5,4,5,5,4,4,5,4,4,5,4,5,4,4,5,
11/22/22 10:18,11/22/22 10:37,0,100,1090,1,11/22/22 10:37,,,,,43.524,-70.389,anonymous,EN,1,Duke University,1,3,1,,Major in Electronics,2,1,1,,2,,4,"4,6",,1,,5,5,4,5,4,4,5,4,4,4,4,4,4,4,4,4,5,4,5,4,4,4,4,4,4,5,5,4,5,4,4,4,4,5,4,4,5,4,5,5,5,5,5,5,4,4,4,4,1
11/22/22 10:19,11/22/22 10:38,0,100,1166,1,11/22/22 10:38,,,,,35.2296,-80.843,anonymous,EN,1,"	 Stanford University",3,3,1,,Major in Electronics,2,1,1,,2,,5,"4,6",,1,,5,5,4,4,4,5,5,5,5,4,5,4,4,5,4,5,4,5,4,5,4,4,4,4,5,5,5,5,5,5,4,4,5,5,5,4,5,4,5,5,5,4,4,5,4,4,5,4,1
11/22/22 10:26,11/22/22 10:40,0,100,795,1,11/22/22 10:40,,,,,37.751,-97.822,anonymous,EN,1,Sanaz Motamedi,3,2,2,,computer software,2,1,2,1,2,,2,"2,7",,"1,2",,4,4,4,3,4,2,4,3,3,2,3,5,3,4,5,4,4,3,5,5,5,5,5,3,4,4,2,5,4,4,5,5,4,5,3,4,4,4,4,5,3,5,5,2,3,5,4,2,1
11/22/22 10:18,11/22/22 10:40,0,100,1314,1,11/22/22 10:40,,,,,42.8794,-70.8644,anonymous,EN,1,"	 University of Chicago",1,3,1,,Major in Electronics,3,1,1,,2,,2,"4,5",,1,,5,4,5,4,4,4,5,5,5,4,5,4,5,5,4,4,4,4,5,5,5,5,5,5,4,4,5,4,4,5,5,5,4,5,5,5,5,4,5,5,4,5,4,5,5,4,5,4,1
11/22/22 10:18,11/22/22 10:42,0,100,1433,1,11/22/22 10:42,,,,,33.9764,-117.3341,anonymous,EN,1,New York University,1,5,1,,人工智能,1,1,1,,3,,2,"3,4",,1,,4,4,3,4,4,4,4,4,4,5,5,4,5,5,4,5,5,4,4,5,4,5,3,5,4,4,4,5,4,3,4,4,5,5,5,4,5,4,5,5,4,4,4,4,4,4,4,5,1
11/22/22 10:43,11/22/22 10:50,0,100,382,1,11/22/22 10:50,,,,,28.5879,-81.2264,anonymous,EN,1,UF,2,6,3,,ISE,3,1,1,,3,,1,"2,3,4,5",,"1,2",,5,5,5,4,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,4,4,5,5,3,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,1
11/22/22 10:50,11/22/22 10:55,0,100,254,1,11/22/22 10:55,,,,,39.7552,-75.5312,anonymous,EN,1,Garleton College,2,4,1,,finance,4,1,2,2,2,,1,2,,1,,3,4,2,3,4,4,4,4,4,5,3,4,4,4,3,5,5,4,3,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,5,5,4,3,4,3,3,3,5,1
11/22/22 10:51,11/22/22 10:55,0,100,214,1,11/22/22 10:55,,,,,39.0469,-77.4903,anonymous,EN,1,University of Dallas,1,7,2,,Information Technology Major,3,1,1,,2,,4,"2,4,6",,2,,4,2,4,3,4,5,4,4,4,4,4,4,2,3,4,4,4,4,4,4,2,4,3,3,4,2,4,2,4,3,4,3,2,4,4,2,4,4,4,3,4,2,3,1,4,4,3,4,1
11/22/22 10:53,11/22/22 10:58,0,100,297,1,11/22/22 10:58,,,,,41.7821,-87.6046,anonymous,EN,1,University of Arizona,2,3,2,,economics,3,1,2,2,1,,2,"2,4",,1,,4,4,3,4,5,4,4,4,4,5,4,3,3,3,4,3,3,5,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,3,4,3,4,3,4,5,4,4,3,5,4,4,1
11/22/22 10:51,11/22/22 10:58,0,100,445,1,11/22/22 10:58,,,,,41.9504,-91.6897,anonymous,EN,1,Idaho State University,1,5,2,,communication engineering,2,1,1,,2,,2,3,,"1,2",,4,4,4,4,4,4,5,4,4,5,4,4,4,4,3,3,4,4,3,4,4,4,3,4,4,4,2,4,4,3,3,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,3,3,1
11/22/22 10:54,11/22/22 10:59,0,100,246,1,11/22/22 10:59,,,,,42.331,-83.3785,anonymous,EN,1,Doctorate and/or professional degree,1,2,1,,Computer Science Major,1,1,1,,1,,1,2,,1,,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,1
11/22/22 10:51,11/22/22 10:59,0,100,445,1,11/22/22 10:59,,,,,37.751,-97.822,anonymous,EN,1,Eastern Mennonite University,1,6,2,,Economics of Business,4,1,1,,1,,2,"2,4,5",,"1,2",,4,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
11/22/22 10:51,11/22/22 10:59,0,100,482,1,11/22/22 10:59,,,,,37.751,-97.822,anonymous,EN,1,"Princeton university,",1,2,4,,Actuaries,4,1,2,4,2,,2,"4,6",,1,,3,3,4,3,3,4,3,4,4,4,4,3,3,4,5,4,3,3,5,3,3,4,4,3,4,3,3,4,4,4,4,4,4,3,3,4,3,3,3,4,5,3,3,4,3,4,4,3,1
11/22/22 10:52,11/22/22 10:59,0,100,407,1,11/22/22 10:59,,,,,40.7503,-74.0014,anonymous,EN,1,Columbia University,1,3,2,,Web of Things,4,1,1,,1,,2,"2,3,5,6",,1,,4,5,4,4,5,4,4,4,4,5,4,5,4,4,5,4,4,4,4,4,4,5,5,5,5,3,4,4,5,5,4,5,5,4,5,5,5,5,5,4,5,4,4,4,4,4,4,5,1
11/22/22 10:52,11/22/22 10:59,0,100,402,1,11/22/22 10:59,,,,,26.1374,-80.1684,anonymous,EN,1,New York University,1,2,1,,computer science and technology,3,1,2,2,2,,2,"4,5",,1,,4,4,4,5,4,4,4,4,4,4,5,4,4,4,4,4,4,5,4,4,5,4,5,5,4,4,5,5,4,5,5,4,3,5,4,4,4,4,5,4,4,5,4,5,4,4,4,5,1
11/22/22 10:56,11/22/22 10:59,0,100,194,1,11/22/22 10:59,,,,,33.6739,-86.4109,anonymous,EN,1,Chelsea,1,4,2,,pc,2,1,1,,1,,1,"2,3,5,6,7,8",,"1,2",,3,3,4,4,4,5,5,4,4,4,5,5,4,5,4,5,4,5,4,5,4,5,4,4,4,5,5,4,5,4,5,4,5,4,5,4,4,5,4,5,4,4,5,5,4,4,4,5,1
11/22/22 10:51,11/22/22 10:59,0,100,453,1,11/22/22 10:59,,,,,39.7552,-75.5312,anonymous,EN,1,Harvard University,1,15,2,,Architecture and planning,2,1,2,4,2,,2,"3,4,7",,"1,2",,4,2,3,3,4,3,4,4,4,5,3,3,3,4,4,4,4,3,3,4,4,3,4,3,4,3,3,3,4,4,3,3,3,4,4,2,4,3,3,4,3,4,4,3,4,3,4,5,1
11/22/22 10:50,11/22/22 11:00,0,100,583,1,11/22/22 11:00,,,,,38.8917,-77.0286,anonymous,EN,1,lehigh university,2,5,2,,Computer Science,5,2,1,,1,,1,2,,1,,2,2,2,4,4,3,3,2,2,3,4,3,4,4,4,2,2,5,2,4,5,2,2,4,4,2,2,4,3,4,4,4,4,4,4,5,4,4,1,4,3,4,1,2,3,2,5,4,1
11/22/22 10:32,11/22/22 11:00,0,100,1702,1,11/22/22 11:00,,,,,41.2442,-95.9599,anonymous,EN,1,University at Buffalo--SUNY,1,6,1,,Political Science,2,1,1,,2,,1,7,,2,,4,4,4,5,4,4,4,4,4,5,4,5,5,5,5,5,5,5,5,4,5,4,5,5,5,4,3,4,4,5,4,4,5,4,4,4,4,4,4,4,4,3,5,4,3,5,5,4,1
11/22/22 10:32,11/22/22 11:00,0,100,1714,1,11/22/22 11:00,,,,,34.4994,-117.2936,anonymous,EN,1,University of Vermont,1,4,2,,Business Administration,4,1,1,,2,,1,"5,6",,"1,2",,5,4,5,4,5,4,4,4,4,3,3,4,5,4,4,5,4,4,4,4,3,4,5,5,5,4,5,5,5,4,4,4,3,3,5,4,4,4,4,4,5,4,5,5,5,4,5,5,1
11/22/22 10:31,11/22/22 11:00,0,100,1723,1,11/22/22 11:00,,,,,37.8594,-86.0019,anonymous,EN,1,University of Oklahoma,1,5,1,,Political Science,3,1,1,,2,,2,"2,5",,"1,2",,4,5,4,5,5,4,4,4,4,5,4,4,5,4,5,4,5,5,5,4,4,4,5,4,5,4,4,5,5,4,3,4,5,4,4,5,4,5,3,4,5,4,4,5,4,4,5,5,1
11/22/22 10:31,11/22/22 11:00,0,100,1752,1,11/22/22 11:00,,,,,41.9984,-87.7108,anonymous,EN,1,Stony Brook University–SUNY,1,3,3,,Business Administration,2,1,1,,1,,1,"3,4",,"1,2",,4,5,4,4,4,4,5,4,4,5,5,4,5,4,5,4,5,4,5,4,5,5,5,4,5,4,5,5,4,4,4,4,4,5,5,4,3,5,4,4,4,4,5,4,4,5,4,5,1
11/22/22 10:55,11/22/22 11:00,0,100,305,1,11/22/22 11:00,,,,,34.0502,-118.5297,anonymous,EN,1,Princeton University,1,2,3,,anthropology,3,1,1,,2,,1,"4,5,6,7",,"1,2",,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
11/22/22 10:31,11/22/22 11:00,0,100,1745,1,11/22/22 11:00,,,,,40.009,-76.3631,anonymous,EN,1,SUNY College of Environmental Science and Forestry,1,5,1,, Economics,2,1,1,,2,,2,3,,2,,5,4,5,4,5,4,4,5,5,3,3,4,4,4,5,4,5,4,3,5,4,5,5,4,5,5,5,5,4,4,4,4,4,3,4,4,4,4,4,4,4,4,5,5,4,4,5,5,1
11/22/22 10:55,11/22/22 11:01,0,100,357,1,11/22/22 11:01,,,,,33.5472,-117.6238,anonymous,EN,1,Princeton University,1,2,4,,civil engineering specialty,3,1,1,,2,,1,"4,6",,1,,1,2,5,5,4,5,5,5,5,5,4,5,5,4,5,5,5,5,5,4,5,5,4,4,4,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,4,5,4,5,5,5,4,1
11/22/22 10:50,11/22/22 11:01,0,100,621,1,11/22/22 11:01,,,,,39.8487,-86.3782,anonymous,EN,1,Yale University,1,5,3,,architecture,4,1,1,,1,,3,7,,"1,2",,3,4,2,2,5,1,1,1,1,1,2,5,4,5,5,5,5,5,3,4,5,5,5,4,5,2,2,4,5,4,2,2,4,5,5,5,2,5,2,5,2,5,2,2,5,5,1,5,1
11/22/22 10:55,11/22/22 11:01,0,100,380,1,11/22/22 11:01,,,,,37.751,-97.822,anonymous,EN,1,Doctorate and/or professional degree,1,2,1,,Technology of navigation,1,1,1,,1,,1,2,,1,,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
11/22/22 10:18,11/22/22 11:01,0,100,2553,1,11/22/22 11:01,,,,,33.9098,-118.0714,anonymous,EN,1,University of Rochester,1,6,1,,optical,1,1,1,,3,,2,"3,6",,1,,4,4,5,5,5,5,4,4,4,4,4,5,5,4,5,4,4,5,5,5,4,5,3,5,3,4,5,5,3,5,4,5,4,5,5,5,3,5,4,4,4,4,5,4,4,5,5,5,1
11/22/22 10:54,11/22/22 11:01,0,100,437,1,11/22/22 11:01,,,,,42.0986,-72.5931,anonymous,EN,1,University of Florida,2,13,2,,Communication,3,1,2,2,1,,2,"2,5,6,7",,"1,2",,5,4,5,5,5,4,4,4,4,5,4,5,2,4,5,5,5,4,4,4,4,4,5,5,4,5,4,4,5,5,4,4,4,5,4,2,5,4,5,5,4,4,5,4,5,5,5,2,1
11/22/22 10:59,11/22/22 11:02,0,100,155,1,11/22/22 11:02,,,,,33.4849,-86.8596,anonymous,EN,1,cc,1,5,1,,pc,1,1,1,,1,,1,"2,3,4",,"1,2",,1,2,4,5,4,4,4,4,4,5,5,4,4,4,5,4,5,4,5,5,4,4,4,5,4,4,4,5,4,4,5,5,4,4,5,4,4,4,4,5,5,4,5,4,4,5,5,4,1
11/22/22 10:50,11/22/22 11:02,0,100,732,1,11/22/22 11:02,,,,,47.6034,-122.3414,anonymous,EN,1,Princeton University,2,3,2,,A law,3,1,2,2,2,,1,"4,6",,2,,2,3,2,2,4,1,4,4,4,5,2,3,5,3,5,1,4,5,5,2,3,3,4,4,2,1,3,5,5,2,5,4,4,2,4,2,4,3,5,3,5,5,3,5,2,4,4,4,1
